technology,new_build,tonnes,plant_capacity,capex_usd,opex_usd_year,cost_per_tonne_abated,abatement_tech_sector,uid,year,region,gics_sector
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C025,2027,Australia,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C025,2027,Australia,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C025,2027,Australia,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C025,2027,Australia,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C025,2027,Australia,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C025,2027,Australia,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C025,2028,Australia,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C025,2028,Australia,IT
Hydrogen Fuel,False,77204,77204,0.0,11626150.36,150.59,Materials,C025,2028,Australia,IT
Grid-scale Battery Storage,False,155530,155530,0.0,14097239.2,90.64,Utilities,C025,2028,Australia,IT
Heat Pumps,False,21608,21608,0.0,759089.04,35.13,Consumer Discretionary,C025,2028,Australia,IT
Electrification of Equipment,False,27128,27128,0.0,1779325.52,65.59,Industrials,C025,2028,Australia,IT
Wind Power,False,180374,180374,0.0,6055155.18,33.57,Energy,C025,2028,Australia,IT
Process Electrification,False,79474,79474,0.0,6224403.68,78.32,Materials,C025,2028,Australia,IT
EV Fleet Transition,False,22440,22440,0.0,2615830.8,116.57,Consumer Discretionary,C025,2028,Australia,IT
Smart Grid Tech,False,21778,21778,0.0,1338475.8800000001,61.46000000000001,Utilities,C025,2028,Australia,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C025,2028,Australia,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C025,2028,Australia,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C025,2028,Australia,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C025,2028,Australia,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C025,2028,Australia,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C025,2028,Australia,IT
Wind Power,True,25179,90187,631170000.0,845259.03,7032.028757914111,Energy,C025,2028,Australia,IT
Energy Efficiency Upgrades,False,118398,118398,0.0,5568257.94,47.03,Industrials,C025,2029,Australia,IT
Carbon Capture and Storage,False,647136,647136,0.0,55821951.36000001,86.26,Energy,C025,2029,Australia,IT
Hydrogen Fuel,False,115806,115806,0.0,17439225.54,150.59,Materials,C025,2029,Australia,IT
Grid-scale Battery Storage,False,233295,233295,0.0,21145858.8,90.64,Utilities,C025,2029,Australia,IT
Heat Pumps,False,32412,32412,0.0,1138633.56,35.13,Consumer Discretionary,C025,2029,Australia,IT
Electrification of Equipment,False,40692,40692,0.0,2668988.2800000003,65.59,Industrials,C025,2029,Australia,IT
Wind Power,False,270561,270561,0.0,9082732.77,33.57,Energy,C025,2029,Australia,IT
Process Electrification,False,58684,79474,0.0,4596130.88,78.32,Materials,C025,2029,Australia,IT
Energy Efficiency Upgrades,False,118398,118398,0.0,5568257.94,47.03,Industrials,C025,2030,Australia,IT
Carbon Capture and Storage,False,647136,647136,0.0,55821951.36000001,86.26,Energy,C025,2030,Australia,IT
Hydrogen Fuel,False,115806,115806,0.0,17439225.54,150.59,Materials,C025,2030,Australia,IT
Grid-scale Battery Storage,False,233295,233295,0.0,21145858.8,90.64,Utilities,C025,2030,Australia,IT
Heat Pumps,False,32412,32412,0.0,1138633.56,35.13,Consumer Discretionary,C025,2030,Australia,IT
Electrification of Equipment,False,40692,40692,0.0,2668988.2800000003,65.59,Industrials,C025,2030,Australia,IT
Wind Power,False,270561,270561,0.0,9082732.77,33.57,Energy,C025,2030,Australia,IT
Process Electrification,False,58684,79474,0.0,4596130.88,78.32,Materials,C025,2030,Australia,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C028,2026,Australia,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C028,2026,Australia,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C028,2026,Australia,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C028,2026,Australia,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C028,2026,Australia,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C028,2026,Australia,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C028,2026,Australia,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C028,2026,Australia,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C028,2026,Australia,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C028,2026,Australia,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C028,2027,Australia,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C028,2027,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C028,2027,Australia,IT
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C028,2027,Australia,IT
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C028,2027,Australia,IT
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C028,2027,Australia,IT
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C028,2027,Australia,IT
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C028,2027,Australia,IT
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C028,2027,Australia,IT
Smart Grid Tech,False,10889,10889,0.0,669237.9400000001,61.46000000000001,Utilities,C028,2027,Australia,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C028,2027,Australia,IT
Carbon Capture and Storage,True,113676,215712,453420000.0,9805691.76,2188.2292923898535,Energy,C028,2027,Australia,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C028,2028,Australia,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C028,2028,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C028,2028,Australia,IT
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C028,2028,Australia,IT
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C028,2028,Australia,IT
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C028,2028,Australia,IT
Wind Power,False,49997,90187,0.0,1678399.29,33.57,Energy,C028,2028,Australia,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C028,2029,Australia,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C028,2029,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C028,2029,Australia,IT
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C028,2029,Australia,IT
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C028,2029,Australia,IT
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C028,2029,Australia,IT
Wind Power,False,49997,90187,0.0,1678399.29,33.57,Energy,C028,2029,Australia,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C028,2030,Australia,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C028,2030,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C028,2030,Australia,IT
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C028,2030,Australia,IT
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C028,2030,Australia,IT
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C028,2030,Australia,IT
Wind Power,False,49997,90187,0.0,1678399.29,33.57,Energy,C028,2030,Australia,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C029,2026,Global,Consumer Discretionary
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C029,2026,Global,Consumer Discretionary
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C029,2027,Global,Consumer Discretionary
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C029,2027,Global,Consumer Discretionary
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C029,2027,Global,Consumer Discretionary
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C029,2027,Global,Consumer Discretionary
Heat Pumps,False,21608,21608,0.0,759089.04,35.13,Consumer Discretionary,C029,2028,Global,Consumer Discretionary
EV Fleet Transition,False,22440,22440,0.0,2615830.8,116.57,Consumer Discretionary,C029,2028,Global,Consumer Discretionary
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C029,2028,Global,Consumer Discretionary
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C029,2028,Global,Consumer Discretionary
Heat Pumps,False,32412,32412,0.0,1138633.56,35.13,Consumer Discretionary,C029,2029,Global,Consumer Discretionary
EV Fleet Transition,False,33660,33660,0.0,3923746.1999999997,116.57,Consumer Discretionary,C029,2029,Global,Consumer Discretionary
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C029,2029,Global,Consumer Discretionary
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C029,2029,Global,Consumer Discretionary
Heat Pumps,False,43216,43216,0.0,1518178.08,35.13,Consumer Discretionary,C029,2030,Global,Consumer Discretionary
EV Fleet Transition,False,44880,44880,0.0,5231661.6,116.57,Consumer Discretionary,C029,2030,Global,Consumer Discretionary
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C029,2030,Global,Consumer Discretionary
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C029,2030,Global,Consumer Discretionary
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C030,2026,USA,Real Estate
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C030,2026,USA,Real Estate
Hydrogen Fuel,True,10598,38602,121710000.0,1595952.82,3303.535443241283,Materials,C030,2026,USA,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C030,2027,USA,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C030,2027,USA,Real Estate
Hydrogen Fuel,False,10598,38602,0.0,1595952.82,150.59,Materials,C030,2027,USA,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C030,2028,USA,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C030,2028,USA,Real Estate
Hydrogen Fuel,False,10598,38602,0.0,1595952.82,150.59,Materials,C030,2028,USA,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C030,2029,USA,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C030,2029,USA,Real Estate
Hydrogen Fuel,False,10598,38602,0.0,1595952.82,150.59,Materials,C030,2029,USA,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C030,2030,USA,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C030,2030,USA,Real Estate
Hydrogen Fuel,False,10598,38602,0.0,1595952.82,150.59,Materials,C030,2030,USA,Real Estate
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C031,2026,Unknown,Industrials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C031,2026,Unknown,Industrials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C031,2027,Unknown,Industrials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C031,2027,Unknown,Industrials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C031,2027,Unknown,Industrials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C031,2027,Unknown,Industrials
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C031,2028,Unknown,Industrials
Electrification of Equipment,False,27128,27128,0.0,1779325.52,65.59,Industrials,C031,2028,Unknown,Industrials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C031,2028,Unknown,Industrials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C031,2028,Unknown,Industrials
Energy Efficiency Upgrades,False,118398,118398,0.0,5568257.94,47.03,Industrials,C031,2029,Unknown,Industrials
Electrification of Equipment,False,40692,40692,0.0,2668988.2800000003,65.59,Industrials,C031,2029,Unknown,Industrials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C031,2029,Unknown,Industrials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C031,2029,Unknown,Industrials
Energy Efficiency Upgrades,False,157864,157864,0.0,7424343.92,47.03,Industrials,C031,2030,Unknown,Industrials
Electrification of Equipment,False,54256,54256,0.0,3558651.04,65.59,Industrials,C031,2030,Unknown,Industrials
Energy Efficiency Upgrades,True,8029,39466,77400000.0,377603.87,2008.2117767192012,Industrials,C031,2030,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2031,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2031,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2032,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2032,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2033,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2033,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2034,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2034,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2035,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2035,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2036,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2036,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2037,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2037,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2038,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2038,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2039,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2039,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2040,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2040,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2041,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2041,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2042,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2042,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2043,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2043,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2044,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2044,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2045,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2045,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2046,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2046,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2047,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2047,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2048,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2048,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2049,Unknown,Industrials
Electrification of Equipment,False,22818,54256,0.0,1496632.62,65.59,Industrials,C031,2049,Unknown,Industrials
Energy Efficiency Upgrades,False,197330,197330,0.0,9280429.9,47.03,Industrials,C031,2050,Unknown,Industrials
Electrification of Equipment,False,22819,54256,0.0,1496698.21,65.59,Industrials,C031,2050,Unknown,Industrials
Hydrogen Fuel,True,16307,38602,121710000.0,2455671.13,3303.535443241283,Materials,C032,2026,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2027,Global,Materials
Hydrogen Fuel,False,16308,38602,0.0,2455821.72,150.59,Materials,C032,2028,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2029,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2030,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2031,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2032,Global,Materials
Hydrogen Fuel,False,16308,38602,0.0,2455821.72,150.59,Materials,C032,2033,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2034,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2035,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2036,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2037,Global,Materials
Hydrogen Fuel,False,16308,38602,0.0,2455821.72,150.59,Materials,C032,2038,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2039,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2040,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2041,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2042,Global,Materials
Hydrogen Fuel,False,16308,38602,0.0,2455821.72,150.59,Materials,C032,2043,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2044,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2045,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2046,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2047,Global,Materials
Hydrogen Fuel,False,16308,38602,0.0,2455821.72,150.59,Materials,C032,2048,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2049,Global,Materials
Hydrogen Fuel,False,16307,38602,0.0,2455671.13,150.59,Materials,C032,2050,Global,Materials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C033,2026,Global,Financials
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C033,2026,Global,Financials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C033,2026,Global,Financials
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C033,2026,Global,Financials
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C033,2026,Global,Financials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C033,2026,Global,Financials
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C033,2026,Global,Financials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C033,2026,Global,Financials
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C033,2026,Global,Financials
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C033,2026,Global,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C033,2027,Global,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C033,2027,Global,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C033,2027,Global,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C033,2027,Global,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C033,2027,Global,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C033,2027,Global,Financials
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C033,2027,Global,Financials
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C033,2027,Global,Financials
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C033,2027,Global,Financials
Smart Grid Tech,False,10889,10889,0.0,669237.9400000001,61.46000000000001,Utilities,C033,2027,Global,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C033,2027,Global,Financials
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C033,2027,Global,Financials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C033,2027,Global,Financials
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C033,2027,Global,Financials
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C033,2027,Global,Financials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C033,2027,Global,Financials
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C033,2027,Global,Financials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C033,2027,Global,Financials
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C033,2027,Global,Financials
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C033,2027,Global,Financials
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C033,2028,Global,Financials
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C033,2028,Global,Financials
Hydrogen Fuel,False,77204,77204,0.0,11626150.36,150.59,Materials,C033,2028,Global,Financials
Grid-scale Battery Storage,False,155530,155530,0.0,14097239.2,90.64,Utilities,C033,2028,Global,Financials
Heat Pumps,False,21608,21608,0.0,759089.04,35.13,Consumer Discretionary,C033,2028,Global,Financials
Electrification of Equipment,False,27128,27128,0.0,1779325.52,65.59,Industrials,C033,2028,Global,Financials
Wind Power,False,180374,180374,0.0,6055155.18,33.57,Energy,C033,2028,Global,Financials
Process Electrification,False,79474,79474,0.0,6224403.68,78.32,Materials,C033,2028,Global,Financials
EV Fleet Transition,False,22440,22440,0.0,2615830.8,116.57,Consumer Discretionary,C033,2028,Global,Financials
Smart Grid Tech,False,21778,21778,0.0,1338475.8800000001,61.46000000000001,Utilities,C033,2028,Global,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C033,2028,Global,Financials
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C033,2028,Global,Financials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C033,2028,Global,Financials
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C033,2028,Global,Financials
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C033,2028,Global,Financials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C033,2028,Global,Financials
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C033,2028,Global,Financials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C033,2028,Global,Financials
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C033,2028,Global,Financials
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C033,2028,Global,Financials
Energy Efficiency Upgrades,False,118398,118398,0.0,5568257.94,47.03,Industrials,C033,2029,Global,Financials
Carbon Capture and Storage,False,647136,647136,0.0,55821951.36000001,86.26,Energy,C033,2029,Global,Financials
Hydrogen Fuel,False,115806,115806,0.0,17439225.54,150.59,Materials,C033,2029,Global,Financials
Grid-scale Battery Storage,False,233295,233295,0.0,21145858.8,90.64,Utilities,C033,2029,Global,Financials
Heat Pumps,False,32412,32412,0.0,1138633.56,35.13,Consumer Discretionary,C033,2029,Global,Financials
Electrification of Equipment,False,40692,40692,0.0,2668988.2800000003,65.59,Industrials,C033,2029,Global,Financials
Wind Power,False,270561,270561,0.0,9082732.77,33.57,Energy,C033,2029,Global,Financials
Process Electrification,False,119211,119211,0.0,9336605.52,78.32,Materials,C033,2029,Global,Financials
